Sex,Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings
I,0.41,0.305,0.09,0.3415,0.1745,0.05,0.083,1-8
F,0.66,0.53,0.17,1.3905,0.6355,0.309,0.395,11+
I,0.475,0.335,0.11,0.487,0.2435,0.0835,0.1105,1-8
M,0.6,0.465,0.155,1.038,0.458,0.2095,0.3215,10
M,0.605,0.475,0.145,0.884,0.363,0.195,0.255,1-8
F,0.55,0.425,0.15,0.8315,0.406,0.214,0.23,10
F,0.54,0.475,0.16,0.744,0.291,0.2005,0.2175,9
M,0.63,0.485,0.16,1.2035,0.575,0.273,0.2505,1-8
F,0.68,0.55,0.155,1.309,0.691,0.3565,0.335,11+
I,0.36,0.275,0.09,0.251,0.0955,0.038,0.085,1-8
M,0.6,0.475,0.175,1.247,0.5675,0.283,0.32,9
M,0.61,0.47,0.16,1.084,0.4905,0.264,0.2685,9
F,0.5,0.385,0.13,0.516,0.221,0.114,0.16,11+
I,0.425,0.31,0.095,0.3505,0.155,0.0775,0.1025,1-8
M,0.505,0.4,0.155,0.775,0.254,0.1535,0.295,11+
F,0.655,0.46,0.185,1.4935,0.6425,0.345,0.435,11+
M,0.345,0.255,0.09,0.213,0.066,0.059,0.0695,10
I,0.495,0.38,0.135,0.594,0.2945,0.1265,0.1605,10
M,0.625,0.47,0.17,1.1935,0.5865,0.2195,0.292,9
M,0.5,0.39,0.135,0.6335,0.2655,0.0885,0.215,11+
M,0.465,0.36,0.13,0.5465,0.222,0.1105,0.17,11+
M,0.63,0.53,0.195,1.3695,0.5305,0.212,0.476,11+
F,0.545,0.42,0.145,0.9745,0.2385,0.239,0.35,11+
F,0.465,0.35,0.115,0.458,0.177,0.0885,0.123,9
F,0.5,0.38,0.14,0.5885,0.232,0.1385,0.2,11+
M,0.545,0.42,0.125,0.832,0.336,0.2615,0.23,9
M,0.5,0.4,0.165,0.7485,0.189,0.1675,0.31,11+
M,0.53,0.4,0.13,0.6335,0.2855,0.144,0.175,1-8
F,0.69,0.55,0.19,1.691,0.6555,0.297,0.57,11+
I,0.3,0.23,0.075,0.127,0.0485,0.0265,0.045,1-8
M,0.705,0.55,0.2,1.872,0.938,0.38,0.445,11+
F,0.69,0.54,0.185,1.71,0.633,0.2635,0.46,11+
I,0.575,0.45,0.135,0.751,0.334,0.153,0.265,9
M,0.71,0.565,0.19,1.601,0.706,0.3525,0.46,11+
I,0.52,0.43,0.135,0.6725,0.336,0.141,0.194,1-8
F,0.545,0.44,0.15,0.8,0.3635,0.1555,0.216,11+
M,0.35,0.255,0.065,0.1605,0.0615,0.0345,0.065,9
F,0.525,0.425,0.14,0.9885,0.465,0.255,0.265,1-8
M,0.615,0.48,0.16,1.1015,0.534,0.262,0.2585,10
M,0.65,0.525,0.205,1.39,0.69,0.326,0.42,11+
F,0.565,0.49,0.165,1.0385,0.451,0.228,0.288,11+
F,0.605,0.485,0.165,1.087,0.4525,0.273,0.33,9
I,0.525,0.4,0.13,0.5825,0.247,0.1265,0.1845,1-8
F,0.655,0.545,0.165,1.2835,0.647,0.246,0.365,11+
F,0.38,0.305,0.1,0.3315,0.1475,0.0705,0.095,1-8
I,0.445,0.325,0.11,0.347,0.1555,0.073,0.11,1-8
I,0.18,0.125,0.04,0.0265,0.0095,0.005,0.005,1-8
F,0.67,0.52,0.185,1.3665,0.5595,0.3035,0.4,10
F,0.59,0.465,0.16,1.1005,0.4775,0.2525,0.2685,1-8
F,0.57,0.44,0.14,0.83,0.3965,0.1785,0.225,9
F,0.595,0.46,0.155,1.026,0.452,0.196,0.3215,11+
M,0.45,0.35,0.115,0.4305,0.175,0.092,0.135,1-8
M,0.6,0.475,0.15,1.13,0.4975,0.272,0.3315,10
I,0.605,0.435,0.145,0.86,0.3695,0.196,0.2705,9
F,0.445,0.355,0.13,0.455,0.1695,0.11,0.145,9
I,0.48,0.35,0.105,0.519,0.243,0.1075,0.14,1-8
M,0.56,0.45,0.14,0.971,0.504,0.166,0.2435,1-8
M,0.455,0.365,0.095,0.385,0.143,0.0645,0.125,9
F,0.59,0.445,0.16,0.995,0.3865,0.2275,0.335,11+
M,0.535,0.435,0.16,0.8915,0.316,0.18,0.335,11+
M,0.495,0.4,0.13,0.663,0.2,0.1405,0.21,11+
I,0.47,0.38,0.125,0.497,0.2075,0.1035,0.155,1-8
M,0.65,0.495,0.17,1.5105,0.5915,0.2635,0.4935,10
I,0.32,0.24,0.085,0.1495,0.0605,0.031,0.05,1-8
F,0.625,0.475,0.16,1.0845,0.4955,0.3095,0.3005,11+
M,0.57,0.46,0.14,0.958,0.4655,0.169,0.265,11+
M,0.48,0.355,0.14,0.6395,0.2285,0.1345,0.225,11+
F,0.57,0.46,0.16,1.065,0.5065,0.2025,0.24,9
I,0.565,0.43,0.135,0.8445,0.336,0.1705,0.275,11+
M,0.56,0.45,0.155,1.0595,0.428,0.218,0.33,10
M,0.63,0.49,0.16,1.2525,0.5355,0.3345,0.37,11+
M,0.62,0.485,0.155,1.049,0.493,0.2295,0.27,9
M,0.53,0.435,0.155,0.883,0.495,0.1685,0.225,9
M,0.495,0.415,0.13,0.7715,0.2735,0.095,0.265,11+
M,0.63,0.495,0.16,1.177,0.4955,0.3155,0.24,1-8
M,0.65,0.52,0.17,1.1445,0.506,0.2025,0.317,10
I,0.36,0.26,0.09,0.1765,0.0575,0.033,0.065,1-8
M,0.55,0.425,0.155,1.016,0.437,0.2015,0.3,10
M,0.59,0.435,0.16,0.8725,0.36,0.188,0.29,1-8
I,0.47,0.355,0.12,0.4625,0.2025,0.1065,0.1325,1-8
I,0.48,0.35,0.1,0.4495,0.2325,0.0755,0.135,1-8
M,0.74,0.59,0.215,2.2355,1.007,0.42,0.601,11+
F,0.605,0.485,0.165,1.166,0.611,0.233,0.285,9
F,0.62,0.475,0.185,1.1435,0.52,0.2905,0.292,11+
F,0.445,0.355,0.14,0.435,0.152,0.1075,0.155,10
M,0.31,0.22,0.085,0.1465,0.0525,0.0475,0.05,1-8
F,0.46,0.33,0.135,0.501,0.237,0.11,0.1225,1-8
F,0.47,0.36,0.125,0.447,0.2165,0.102,0.123,1-8
I,0.375,0.285,0.095,0.271,0.117,0.0595,0.075,1-8
F,0.58,0.475,0.165,0.853,0.3015,0.1935,0.28,11+
F,0.585,0.475,0.135,0.945,0.3545,0.234,0.295,11+
I,0.54,0.42,0.14,0.7265,0.3285,0.1545,0.1685,11+
M,0.58,0.46,0.135,0.9335,0.434,0.222,0.287,10
M,0.59,0.5,0.195,1.3005,0.412,0.234,0.465,11+
I,0.405,0.3,0.09,0.28,0.1255,0.0565,0.085,1-8
M,0.57,0.48,0.13,0.9465,0.4895,0.1825,0.253,9
M,0.62,0.48,0.15,1.1125,0.4965,0.2615,0.305,10
I,0.485,0.385,0.125,0.591,0.271,0.1125,0.175,1-8
I,0.485,0.37,0.14,0.528,0.2125,0.1,0.159,1-8
F,0.715,0.565,0.175,2.081,1.0135,0.4095,0.482,11+
F,0.68,0.515,0.195,1.3405,0.573,0.2805,0.435,11+
F,0.5,0.38,0.14,0.604,0.242,0.135,0.194,11+
F,0.575,0.46,0.165,0.9775,0.3865,0.271,0.325,11+
F,0.555,0.405,0.125,0.8145,0.3535,0.1625,0.205,9
I,0.275,0.2,0.065,0.101,0.04,0.02,0.03,1-8
M,0.525,0.4,0.13,0.6905,0.3905,0.1565,0.1945,1-8
M,0.505,0.44,0.165,0.8645,0.312,0.2175,0.265,11+
I,0.425,0.31,0.09,0.3505,0.1745,0.0625,0.0865,1-8
M,0.48,0.365,0.12,0.5135,0.2465,0.1085,0.152,1-8
F,0.615,0.5,0.175,1.0565,0.413,0.263,0.317,11+
I,0.42,0.305,0.105,0.28,0.1045,0.0565,0.085,1-8
F,0.61,0.495,0.165,1.307,0.5815,0.2875,0.354,10
F,0.56,0.43,0.155,0.9705,0.5475,0.19,0.2185,1-8
I,0.215,0.15,0.05,0.0525,0.019,0.0135,0.015,1-8
F,0.59,0.46,0.15,0.997,0.393,0.219,0.335,11+
F,0.47,0.36,0.105,0.4965,0.237,0.0885,0.1325,9
I,0.565,0.43,0.14,0.9175,0.4035,0.1825,0.285,9
F,0.5,0.375,0.105,0.554,0.2275,0.1375,0.1405,10
M,0.67,0.515,0.165,1.1735,0.526,0.283,0.335,9
F,0.5,0.395,0.18,0.762,0.2345,0.2195,0.195,11+
M,0.67,0.55,0.2,1.606,0.6935,0.3675,0.4715,11+
F,0.71,0.575,0.24,1.981,0.8175,0.4825,0.646,11+
I,0.19,0.13,0.045,0.0275,0.0095,0.0095,0.0105,1-8
F,0.595,0.495,0.185,1.285,0.4945,0.314,0.365,11+
F,0.61,0.475,0.165,1.0915,0.3975,0.2355,0.36,11+
F,0.585,0.445,0.14,0.824,0.3715,0.2215,0.2445,11+
M,0.54,0.415,0.13,0.8035,0.3375,0.166,0.21,11+
I,0.47,0.355,0.12,0.499,0.268,0.1005,0.147,9
M,0.625,0.505,0.175,1.1105,0.4485,0.2585,0.33,11+
F,0.56,0.44,0.18,0.97,0.342,0.207,0.34,11+
F,0.535,0.46,0.15,0.8795,0.3685,0.174,0.235,1-8
F,0.57,0.455,0.165,0.9715,0.348,0.201,0.31,11+
F,0.595,0.465,0.145,0.942,0.43,0.2085,0.25,10
I,0.435,0.315,0.09,0.3535,0.1705,0.063,0.09,1-8
M,0.485,0.355,0.16,0.9225,0.2755,0.194,0.25,11+
F,0.66,0.565,0.195,1.46,0.4715,0.2975,0.53,11+
F,0.45,0.38,0.13,0.639,0.277,0.1525,0.19,10
M,0.65,0.495,0.18,1.4935,0.7365,0.3445,0.39,9
F,0.655,0.52,0.195,1.259,0.4435,0.2225,0.48,11+
I,0.42,0.32,0.1,0.3055,0.126,0.0635,0.1,1-8
I,0.46,0.35,0.135,0.567,0.245,0.106,0.187,1-8
M,0.625,0.455,0.2,1.127,0.5525,0.228,0.295,9
F,0.515,0.39,0.13,0.632,0.231,0.1625,0.235,11+
F,0.625,0.47,0.175,1.1665,0.5015,0.3065,0.308,11+
F,0.505,0.38,0.13,0.577,0.213,0.1435,0.18,9
M,0.515,0.405,0.125,0.872,0.3735,0.196,0.2515,11+
I,0.325,0.25,0.055,0.1405,0.058,0.034,0.0355,1-8
I,0.525,0.39,0.125,0.5815,0.2615,0.12,0.174,1-8
M,0.595,0.475,0.165,1.3175,0.473,0.284,0.465,11+
F,0.505,0.38,0.135,0.584,0.225,0.1315,0.23,11+
I,0.25,0.18,0.055,0.0685,0.0285,0.0125,0.02,1-8
I,0.52,0.395,0.125,0.5805,0.235,0.097,0.1895,9
I,0.545,0.43,0.15,0.7285,0.3135,0.1315,0.265,9
I,0.515,0.39,0.13,0.6215,0.2985,0.1395,0.175,1-8
F,0.66,0.525,0.18,1.8065,0.7035,0.308,0.395,10
F,0.705,0.54,0.165,1.4575,0.624,0.318,0.41,1-8
I,0.415,0.305,0.095,0.379,0.1795,0.0745,0.109,1-8
F,0.5,0.405,0.125,0.77,0.3035,0.154,0.25,11+
M,0.41,0.325,0.1,0.361,0.151,0.0785,0.12,1-8
I,0.52,0.395,0.14,0.5555,0.247,0.115,0.215,9
F,0.48,0.38,0.135,0.6125,0.235,0.1715,0.21,11+
M,0.57,0.405,0.155,0.9245,0.385,0.2185,0.265,9
M,0.695,0.525,0.2,1.8465,0.675,0.419,0.4535,11+
F,0.525,0.39,0.125,0.664,0.2945,0.155,0.18,9
F,0.585,0.46,0.15,1.0455,0.4655,0.2095,0.305,10
F,0.53,0.415,0.16,0.7155,0.3005,0.1435,0.208,11+
F,0.275,0.2,0.075,0.117,0.059,0.0175,0.0285,9
F,0.58,0.46,0.135,1.0735,0.433,0.2645,0.335,11+
M,0.64,0.515,0.175,1.3135,0.6895,0.262,0.3275,9
M,0.34,0.245,0.09,0.1545,0.0475,0.0305,0.045,1-8
I,0.435,0.325,0.095,0.342,0.129,0.084,0.11,1-8
F,0.585,0.46,0.15,1.058,0.3605,0.2685,0.3,11+
F,0.605,0.485,0.165,1.166,0.566,0.2645,0.2845,9
F,0.545,0.425,0.15,0.7335,0.3235,0.129,0.22,9
M,0.61,0.49,0.15,1.1,0.492,0.2435,0.31,10
M,0.56,0.43,0.145,0.9355,0.481,0.174,0.206,1-8
F,0.535,0.405,0.15,0.818,0.342,0.156,0.253,11+
M,0.645,0.51,0.18,1.412,0.684,0.3,0.3235,9
M,0.54,0.42,0.13,0.7505,0.3595,0.1755,0.1845,10
M,0.665,0.515,0.165,1.4465,0.6605,0.2675,0.45,11+
F,0.485,0.375,0.145,0.6725,0.1995,0.179,0.215,11+
F,0.5,0.44,0.16,0.8425,0.3465,0.2,0.205,1-8
M,0.485,0.385,0.135,0.64,0.3395,0.1405,0.1565,11+
F,0.665,0.53,0.155,1.368,0.606,0.3175,0.3685,10
I,0.435,0.355,0.125,0.4195,0.17,0.0795,0.135,1-8
M,0.66,0.53,0.195,1.529,0.59,0.3445,0.47,11+
I,0.475,0.365,0.12,0.578,0.252,0.1205,0.169,1-8
M,0.51,0.41,0.145,0.796,0.32,0.169,0.253,10
I,0.44,0.345,0.115,0.4475,0.208,0.0925,0.12,9
I,0.445,0.325,0.11,0.3625,0.14,0.0785,0.12,1-8
F,0.58,0.46,0.15,0.9065,0.3145,0.239,0.262,9
F,0.57,0.435,0.125,0.7855,0.3385,0.189,0.1775,1-8
M,0.51,0.39,0.135,0.7835,0.3525,0.2035,0.253,11+
M,0.645,0.495,0.16,1.2075,0.55,0.2615,0.315,11+
M,0.565,0.43,0.15,0.9425,0.41,0.2185,0.258,1-8
I,0.36,0.265,0.085,0.1865,0.083,0.0325,0.044,1-8
I,0.545,0.42,0.115,0.664,0.327,0.141,0.22,1-8
I,0.235,0.175,0.055,0.0705,0.025,0.018,0.0155,1-8
I,0.535,0.42,0.13,0.672,0.327,0.15,0.1895,9
M,0.5,0.375,0.12,0.608,0.3065,0.227,0.16,11+
F,0.525,0.42,0.11,0.578,0.2575,0.1245,0.183,11+
M,0.47,0.375,0.115,0.513,0.232,0.114,0.1455,1-8
F,0.59,0.46,0.16,1.0115,0.452,0.246,0.2645,1-8
I,0.54,0.45,0.14,0.9005,0.38,0.2105,0.28,11+
M,0.57,0.45,0.14,0.836,0.414,0.1605,0.25,1-8
M,0.62,0.5,0.175,1.146,0.4375,0.258,0.42,11+
M,0.62,0.5,0.17,1.054,0.4845,0.235,0.375,11+
M,0.635,0.51,0.185,1.306,0.495,0.2635,0.58,11+
I,0.255,0.18,0.065,0.0635,0.0205,0.0165,0.0155,1-8
F,0.625,0.49,0.155,1.33,0.6675,0.2615,0.3285,11+
M,0.685,0.535,0.175,1.56,0.7105,0.3685,0.405,10
F,0.595,0.46,0.14,0.914,0.432,0.18,0.26,9
M,0.425,0.325,0.095,0.361,0.146,0.063,0.117,11+
M,0.645,0.485,0.15,1.1605,0.519,0.341,0.308,9
I,0.19,0.375,0.1,0.2105,0.066,0.059,0.075,1-8
F,0.49,0.375,0.145,0.5885,0.215,0.137,0.185,11+
M,0.68,0.52,0.18,1.4535,0.637,0.379,0.37,10
F,0.37,0.28,0.095,0.226,0.0675,0.0525,0.075,9
F,0.58,0.455,0.12,1.0735,0.437,0.2225,0.285,9
I,0.36,0.27,0.1,0.209,0.098,0.039,0.07,9
I,0.535,0.45,0.175,0.804,0.336,0.1415,0.244,11+
F,0.525,0.43,0.165,0.834,0.4625,0.166,0.223,10
M,0.695,0.55,0.2,1.7095,0.813,0.4025,0.4435,11+
M,0.665,0.525,0.155,1.368,0.557,0.2845,0.3885,11+
F,0.71,0.57,0.175,1.9805,0.8295,0.423,0.565,11+
F,0.64,0.5,0.17,1.2235,0.5215,0.3085,0.37,11+
F,0.56,0.44,0.195,0.981,0.2585,0.239,0.355,11+
F,0.62,0.47,0.145,1.153,0.3825,0.2575,0.38,10
F,0.62,0.475,0.15,1.3245,0.783,0.275,0.266,10
M,0.45,0.345,0.13,0.3685,0.1465,0.1015,0.115,11+
I,0.375,0.29,0.08,0.232,0.0855,0.0495,0.07,1-8
F,0.515,0.415,0.125,0.6985,0.3115,0.1565,0.22,10
M,0.485,0.355,0.155,0.9145,0.2775,0.246,0.245,11+
I,0.55,0.43,0.13,0.7205,0.303,0.1575,0.18,9
M,0.585,0.455,0.15,0.906,0.387,0.2065,0.29,1-8
I,0.35,0.27,0.085,0.215,0.066,0.0485,0.07,1-8
F,0.675,0.51,0.15,1.043,0.3995,0.2975,0.295,11+
M,0.515,0.395,0.165,0.9565,0.341,0.2005,0.2985,11+
M,0.64,0.49,0.155,1.006,0.4835,0.25,0.2835,9
I,0.42,0.31,0.1,0.33,0.157,0.061,0.09,1-8
F,0.68,0.5,0.185,1.2695,0.6395,0.2955,0.328,11+
I,0.47,0.355,0.115,0.478,0.1845,0.105,0.185,1-8
F,0.675,0.52,0.175,1.5845,0.724,0.351,0.4045,11+
I,0.59,0.45,0.135,0.9205,0.378,0.212,0.2365,1-8
I,0.39,0.31,0.1,0.2665,0.1,0.067,0.095,1-8
F,0.53,0.425,0.17,0.8495,0.3545,0.232,0.245,11+
I,0.465,0.325,0.105,0.3715,0.169,0.058,0.105,1-8
M,0.325,0.23,0.075,0.139,0.0475,0.032,0.06,1-8
M,0.515,0.385,0.11,0.4775,0.223,0.1055,0.148,1-8
M,0.53,0.415,0.175,0.7395,0.258,0.17,0.275,11+
M,0.395,0.285,0.115,0.315,0.143,0.0635,0.08,9
F,0.7,0.525,0.19,1.3185,0.691,0.2745,0.355,9
F,0.525,0.41,0.15,0.727,0.274,0.1745,0.295,11+
M,0.555,0.455,0.155,0.9155,0.495,0.197,0.235,10
M,0.645,0.495,0.15,1.2475,0.6255,0.271,0.325,9
M,0.56,0.45,0.14,0.836,0.3965,0.1735,0.23,9
I,0.525,0.405,0.12,0.657,0.3285,0.1285,0.174,1-8
M,0.665,0.515,0.155,1.489,0.7595,0.381,0.406,11+
I,0.185,0.145,0.03,0.0305,0.0125,0.008,0.0095,1-8
F,0.63,0.475,0.15,1.172,0.565,0.259,0.31,9
I,0.515,0.395,0.155,0.7125,0.362,0.159,0.167,11+
I,0.275,0.2,0.075,0.0915,0.0345,0.024,0.03,1-8
F,0.69,0.58,0.205,1.885,0.8045,0.472,0.49,10
M,0.64,0.5,0.19,1.273,0.4995,0.185,0.42,11+
M,0.61,0.48,0.17,1.024,0.493,0.236,0.175,11+
I,0.43,0.32,0.105,0.449,0.208,0.096,0.1185,1-8
M,0.65,0.52,0.19,1.281,0.5985,0.256,0.3545,10
M,0.55,0.42,0.145,0.952,0.4355,0.201,0.2505,1-8
I,0.54,0.425,0.13,0.717,0.3475,0.1585,0.2035,9
F,0.695,0.55,0.2,1.7095,0.6555,0.3405,0.485,11+
I,0.66,0.53,0.19,1.529,0.6075,0.3655,0.4505,11+
I,0.375,0.28,0.08,0.226,0.115,0.0415,0.0605,1-8
I,0.455,0.345,0.11,0.514,0.21,0.123,0.175,9
I,0.5,0.385,0.12,0.551,0.244,0.098,0.17,11+
F,0.585,0.46,0.185,0.7995,0.3475,0.2005,0.219,9
I,0.475,0.35,0.115,0.4545,0.2085,0.099,0.145,1-8
M,0.565,0.425,0.1,0.88,0.455,0.161,0.1985,1-8
F,0.5,0.4,0.145,0.6635,0.265,0.1315,0.25,11+
I,0.44,0.35,0.135,0.482,0.2205,0.09,0.15,1-8
I,0.225,0.17,0.06,0.057,0.0265,0.0105,0.016,1-8
M,0.67,0.525,0.18,1.6385,0.8005,0.318,0.438,11+
M,0.33,0.235,0.09,0.17,0.05,0.0345,0.05,11+
F,0.575,0.47,0.165,1.114,0.5825,0.2205,0.237,1-8
I,0.53,0.395,0.135,0.6215,0.2705,0.15,0.19,1-8
F,0.535,0.45,0.14,0.8395,0.367,0.194,0.255,9
M,0.27,0.195,0.08,0.0915,0.038,0.02,0.03,1-8
F,0.73,0.55,0.195,1.8325,0.83,0.407,0.449,9
F,0.575,0.42,0.19,1.764,0.7465,0.3285,0.499,11+
M,0.565,0.455,0.165,0.86,0.42,0.1735,0.269,10
M,0.46,0.355,0.13,0.5205,0.2105,0.135,0.155,10
F,0.6,0.45,0.15,1.136,0.4765,0.311,0.299,1-8
M,0.63,0.465,0.19,1.0565,0.422,0.261,0.325,11+
I,0.42,0.31,0.1,0.2865,0.1135,0.063,0.095,1-8
I,0.59,0.46,0.125,0.9265,0.354,0.194,0.265,11+
F,0.625,0.49,0.11,0.92,0.359,0.2225,0.29,11+
I,0.54,0.455,0.14,0.936,0.3675,0.237,0.3,11+
I,0.515,0.39,0.155,0.64,0.278,0.144,0.169,1-8
I,0.555,0.43,0.13,0.7205,0.329,0.1635,0.213,9
M,0.64,0.525,0.205,1.707,0.6205,0.408,0.42,10
F,0.6,0.475,0.155,0.99,0.393,0.2235,0.3105,10
I,0.505,0.405,0.12,0.5575,0.2365,0.13,0.1685,9
M,0.61,0.485,0.175,1.145,0.456,0.2505,0.425,11+
I,0.47,0.4,0.105,0.597,0.2805,0.12,0.17,1-8
F,0.625,0.49,0.155,1.205,0.4605,0.2305,0.4,1-8
I,0.2,0.145,0.045,0.035,0.0125,0.008,0.01,1-8
I,0.515,0.39,0.125,0.5705,0.2875,0.1075,0.1535,1-8
F,0.45,0.325,0.105,0.496,0.1905,0.1045,0.1185,1-8
I,0.61,0.465,0.15,0.9335,0.467,0.176,0.275,9
M,0.62,0.485,0.19,1.154,0.4385,0.214,0.39,11+
F,0.615,0.5,0.175,1.1105,0.5105,0.3135,0.3135,11+
M,0.65,0.51,0.155,1.202,0.5105,0.2325,0.335,11+
M,0.6,0.495,0.165,1.3075,0.435,0.254,0.4075,11+
M,0.495,0.385,0.12,0.5395,0.2165,0.132,0.16,9
F,0.675,0.52,0.15,1.309,0.524,0.3315,0.32,11+
F,0.515,0.425,0.145,0.8735,0.275,0.207,0.255,11+
I,0.385,0.285,0.085,0.248,0.112,0.058,0.0725,1-8
F,0.57,0.445,0.145,0.9285,0.4305,0.212,0.225,1-8
I,0.56,0.44,0.17,0.8525,0.292,0.2175,0.265,11+
I,0.38,0.285,0.09,0.2305,0.093,0.043,0.08,1-8
M,0.52,0.395,0.135,0.7835,0.3985,0.1815,0.211,1-8
F,0.71,0.565,0.195,1.601,0.708,0.3525,0.445,11+
F,0.72,0.565,0.21,2.381,1.095,0.564,0.6205,11+
M,0.35,0.26,0.09,0.1855,0.083,0.04,0.056,1-8
I,0.55,0.42,0.125,0.741,0.2895,0.186,0.195,11+
F,0.55,0.43,0.14,0.8105,0.3685,0.1675,0.23,9
F,0.615,0.5,0.15,1.089,0.4775,0.2825,0.2725,9
I,0.505,0.39,0.12,0.531,0.233,0.1185,0.13,1-8
F,0.665,0.57,0.16,1.5075,0.581,0.3125,0.435,11+
M,0.625,0.48,0.15,1.044,0.422,0.276,0.295,11+
M,0.525,0.435,0.165,0.835,0.322,0.2175,0.21,11+
I,0.52,0.43,0.16,0.6855,0.3225,0.1615,0.1895,9
M,0.48,0.36,0.12,0.6145,0.2855,0.155,0.167,11+
M,0.295,0.225,0.075,0.15,0.0585,0.0375,0.045,1-8
F,0.625,0.49,0.155,1.2005,0.465,0.162,0.39,11+
I,0.43,0.325,0.11,0.384,0.175,0.0785,0.11,1-8
I,0.475,0.35,0.135,0.494,0.2145,0.0985,0.135,1-8
I,0.425,0.31,0.1,0.3,0.1215,0.071,0.0995,9
I,0.345,0.265,0.085,0.185,0.08,0.046,0.07,1-8
M,0.59,0.47,0.155,1.409,0.628,0.3235,0.455,11+
I,0.425,0.34,0.12,0.4405,0.1945,0.0745,0.1335,9
M,0.59,0.46,0.155,1.1135,0.5515,0.244,0.264,9
I,0.415,0.31,0.1,0.2865,0.1225,0.063,0.09,1-8
I,0.54,0.425,0.13,0.7005,0.3335,0.1385,0.205,9
M,0.685,0.52,0.175,1.5545,0.7155,0.405,0.341,11+
M,0.71,0.55,0.175,1.7405,0.885,0.313,0.4395,10
I,0.44,0.32,0.115,0.4165,0.185,0.0735,0.1065,1-8
M,0.525,0.405,0.13,0.7185,0.355,0.1625,0.178,9
F,0.51,0.38,0.145,0.604,0.242,0.1225,0.195,11+
M,0.655,0.54,0.215,2.1835,1.133,0.525,0.404,11+
I,0.56,0.445,0.155,0.995,0.5475,0.1935,0.244,10
F,0.66,0.53,0.17,1.326,0.615,0.281,0.3605,11+
M,0.33,0.24,0.09,0.163,0.0615,0.0425,0.06,9
M,0.75,0.595,0.21,2.548,1.488,0.4985,0.725,11+
I,0.425,0.325,0.11,0.3685,0.1605,0.0885,0.1045,1-8
M,0.615,0.45,0.17,1.3415,0.5995,0.342,0.35,1-8
I,0.425,0.31,0.095,0.3075,0.119,0.082,0.115,1-8
M,0.275,0.205,0.08,0.1315,0.0525,0.0285,0.05,1-8
I,0.415,0.32,0.115,0.33,0.155,0.068,0.088,1-8
F,0.56,0.42,0.155,0.8215,0.427,0.184,0.175,1-8
F,0.585,0.465,0.165,1.0035,0.4475,0.2245,0.2875,1-8
M,0.44,0.355,0.14,0.451,0.191,0.0825,0.134,9
F,0.62,0.475,0.195,1.3235,0.5995,0.3365,0.355,9
I,0.44,0.325,0.115,0.378,0.1865,0.063,0.109,1-8
F,0.605,0.485,0.165,1.056,0.4575,0.2655,0.36,11+
I,0.385,0.29,0.09,0.2485,0.1155,0.057,0.0755,1-8
M,0.615,0.505,0.165,1.34,0.6045,0.252,0.3385,11+
F,0.45,0.325,0.1,0.381,0.1475,0.0855,0.12,1-8
M,0.695,0.55,0.2,1.872,0.675,0.435,0.5165,11+
I,0.44,0.34,0.12,0.4995,0.2965,0.099,0.1075,1-8
F,0.635,0.505,0.165,1.5175,0.74,0.302,0.3725,9
M,0.59,0.455,0.16,1.1135,0.5825,0.2345,0.287,9
I,0.46,0.355,0.11,0.415,0.1645,0.102,0.135,1-8
M,0.62,0.525,0.17,1.0385,0.402,0.224,0.33,11+
M,0.58,0.45,0.15,0.8675,0.413,0.172,0.269,10
M,0.64,0.525,0.185,1.407,0.44,0.2995,0.565,11+
I,0.32,0.235,0.07,0.137,0.0565,0.028,0.043,1-8
F,0.66,0.53,0.195,1.4015,0.6045,0.294,0.475,11+
M,0.64,0.565,0.2,1.3765,0.625,0.2665,0.395,11+
I,0.58,0.47,0.145,0.9235,0.419,0.173,0.262,9
F,0.52,0.4,0.13,0.714,0.295,0.152,0.215,11+
F,0.65,0.5,0.17,1.3875,0.6355,0.305,0.31,9
I,0.27,0.205,0.05,0.0925,0.0345,0.019,0.026,1-8
F,0.65,0.52,0.2,1.285,0.526,0.3045,0.436,11+
I,0.47,0.35,0.115,0.4425,0.212,0.0925,0.12,9
I,0.37,0.29,0.14,0.2545,0.1075,0.0565,0.0725,1-8
M,0.53,0.41,0.125,0.559,0.27,0.1265,0.185,10
I,0.49,0.385,0.115,0.596,0.25,0.178,0.172,1-8
I,0.24,0.17,0.055,0.048,0.019,0.011,0.0185,1-8
I,0.56,0.44,0.17,0.8525,0.292,0.1725,0.3,11+
M,0.57,0.43,0.17,1.48,0.705,0.312,0.39,9
F,0.6,0.47,0.2,1.105,0.3705,0.247,0.335,11+
I,0.465,0.355,0.105,0.452,0.213,0.092,0.1315,1-8
M,0.53,0.41,0.13,0.7185,0.3265,0.1625,0.2075,10
F,0.64,0.515,0.17,1.275,0.5205,0.314,0.355,11+
I,0.375,0.245,0.08,0.22,0.092,0.0465,0.0715,1-8
I,0.47,0.37,0.105,0.5555,0.255,0.115,0.169,1-8
I,0.44,0.335,0.135,0.4565,0.1785,0.114,0.14,10
F,0.505,0.405,0.165,0.6835,0.2765,0.1405,0.237,11+
I,0.49,0.385,0.12,0.591,0.311,0.1155,0.141,1-8
F,0.655,0.5,0.175,1.227,0.528,0.258,0.355,11+
I,0.28,0.205,0.055,0.101,0.0445,0.0135,0.033,1-8
